Prek Center Name;License Type;3 Year Old Capacity;4 Year Old Capacity;Total Capacity;Test;Grade and Subject;Valid Tests;Proficient Tests;Percent Proficient;Funding Source;Address;Zip Code;City;Full Address;Latitude;Longitude;Census Tract 2000;Census Tract 2010;Census Tract 2020;City Council District;Commission District;Super District;Geopoint
Gardenview Elementary School Pre-K;DOE;20;20;40.0;TNReady;3rd - ELA;23.0;2.0;8.7;VPK;4075 Hartz Road;38116;Memphis;4075 Hartz Road Memphis, TN 38116;35.0370955;-89.9973771;47157022022;47157022022;47157022026;3;11;8;34.15354525547057, -92.5089697650817
Riverview School Pre-K;DOE;20;20;40.0;TNReady;3rd - ELA;24.0;12.0;50.0;VPK;241 Majuba Avenue;38109;Memphis;241 Majuba Avenue Memphis, TN 38109;35.0967687;-90.070735;47157005300;47157005300;47157005300;6;9;8;34.1535454056259, -92.50897002002145
Vollentine Elementary Pre-K;DOE;20;20;40.0;TNReady;3rd - ELA;35.0;3.0;8.6;VPK;1682 Vollintine Ave.;38107;Memphis;1682 Vollintine Ave. Memphis, TN 38107;35.1645438;-90.0014788;47157000700;47157000700;47157000700;7;7;8;34.153545604019975, -92.50896980658847
Jackson Elementary Pre-K;DOE;2;18;20.0;TNReady;3rd - ELA;36.0;11.0;30.6;VPK/Head Start;3925 Wales Avenue;38108;Memphis;3925 Wales Avenue Memphis, TN 38108;35.1844053;-89.9290723;47157008900;47157008900;47157008900;7;6;9;34.153545671672084, -92.50896957224923
E.E. Jeter;DOE;10;10;20.0;TNReady;3rd - ELA;38.0;10.0;26.3;VPK;7662 Benjestown Road;38053;Millington;7662 Benjestown Road Millington, TN 38053;35.3317901;-90.029372;47157020100;47157020101;47157020101;;1;;34.1535460573009, -92.50896993526672
E.E. Jeter;DOE;2;18;20.0;TNReady;3rd - ELA;38.0;10.0;26.3;VPK/Head Start;7662 Benjestown Road;38053;Millington;7662 Benjestown Road Millington, TN 38053;35.3317901;-90.029372;47157020100;47157020101;47157020101;;1;;34.1535460573009, -92.50896993526672
Bethel Grove Elementary Pre-K;DOE;40;40;80.0;TNReady;3rd - ELA;41.0;6.0;14.6;Head Start;2459 Arlington Street;38114;Memphis;2459 Arlington Street Memphis, TN 38114;35.0991039;-89.9811395;47157006900;47157006900;47157006900;4;9;8;34.15354542838141, -92.50896972516735
Bethel Grove Elementary Pre-K;DOE;18;22;40.0;TNReady;3rd - ELA;41.0;6.0;14.6;Head Start;2459 Arlington Street;38114;Memphis;2459 Arlington Street Memphis, TN 38114;35.0991039;-89.9811395;47157006900;47157006900;47157006900;4;9;8;34.15354542838141, -92.50896972516735
Larose Elementary School Pre-K;DOE;2;18;20.0;TNReady;3rd - ELA;44.0;3.0;6.8;VPK/Head Start;864 South Wellington;38126;Memphis;864 South Wellington Memphis, TN 38126;35.1236028;-90.0470627;47157004900;47157011600;47157011600;6;8;8;34.15354548349156, -92.50896994787384
Cherokee Elementary Pre-K;DOE;4;36;40.0;TNReady;3rd - ELA;48.0;12.0;25.0;VPK/Head Start;3061 KIMBALL AVENUE;38114;Memphis;3061 KIMBALL AVENUE Memphis, TN 38114;35.0941172;-89.9601273;47157008120;47157008120;47157008120;4;9;8;34.15354541855004, -92.50896965480209
Oakshire Elementary Pre-K;DOE;20;20;40.0;TNReady;3rd - ELA;57.0;11.0;19.3;Head Start;1765 East Holmes Road;38116;Memphis;1765 East Holmes Road Memphis, TN 38116;35.0050593;-90.0043534;47157022130;47157022130;47157022130;3;12;8;34.15354516639528, -92.50896978104582
Getwell Elementary School Pre-K;DOE;9;11;20.0;TNReady;3rd - ELA;57.0;13.0;22.8;Head Start;2795 Getwell Road;38118;Memphis;2795 Getwell Road Memphis, TN 38118;35.0729528;-89.9334371;47157010500;47157010500;47157010500;3;12;8;34.153545365416896, -92.50896956216604
Perea Community Partner Pre-K;DOE;4;36;40.0;TNReady;3rd - ELA;60.0;11.0;18.3;VPK;1250 Vollintine Ave.;38107;Memphis;1250 Vollintine Ave. Memphis, TN 38107;35.1658475;-90.0148289;47157000500;47157011200;47157011200;7;7;8;34.15354560515601, -92.50896985088562
South Park Elementary School Pre-K;DOE;9;11;20.0;TNReady;3rd - ELA;63.0;14.0;22.2;Head Start;1720 Getwell;38111;Memphis;1720 Getwell Memphis, TN 38111;35.0840481;-89.9304363;47157008300;47157011800;47157011800;4;10;9;34.15354539637363, -92.50896955470968
Vision Prep Pre-K;DOE;18;22;40.0;TNReady;3rd - ELA;63.0;14.0;22.2;Head Start;260 Joubert Street;38109;Memphis;260 Joubert Street Memphis, TN 38109;35.0950475;-90.0716156;47157005300;47157005300;47157005300;6;9;8;34.153545400747866, -92.50897002254655
Whitehaven Elementary Pre-K;DOE;40;40;80.0;TNReady;3rd - ELA;66.0;10.0;15.2;tuition;4783 Elvis Presley Blvd.;38116;Memphis;4783 Elvis Presley Blvd. Memphis, TN 38116;35.018505;-90.0265286;47157022120;47157022121;47157022121;3;11;8;34.15354519919797, -92.50896985710253
Libertas School of Memphis;DOE;100;100;200.0;TNReady;3rd - ELA;67.0;24.0;35.8;F8M;3777 Edenburg Dr;38127;Memphis;3777 Edenburg Dr Memphis, TN 38127;35.22897;-89.9786272;47157010210;47157010210;47157010210;7;7;8;34.15354578476467, -92.50896974540083
Sheffield Elementary Pre-K;DOE;20;20;40.0;TNReady;3rd - ELA;70.0;7.0;10.0;Head Start;4290 Chuck Avenue;38118;Memphis;4290 Chuck Avenue Memphis, TN 38118;35.058578;-89.9205052;47157010630;47157010630;47157010630;4;12;9;34.1535453283805, -92.50896951637745
Sheffield Elementary Pre-K;DOE;20;20;40.0;TNReady;3rd - ELA;70.0;7.0;10.0;VPK;4290 Chuck Avenue;38118;Memphis;4290 Chuck Avenue Memphis, TN 38118;35.058578;-89.9205052;47157010630;47157010630;47157010630;4;12;9;34.1535453283805, -92.50896951637745
Cornerstone Prep Denver Pre-K;DOE;40;40;80.0;TNReady;3rd - ELA;94.0;21.0;22.3;F8M;1940 Frayser Blvd.;38127;Memphis;1940 Frayser Blvd. Memphis, TN 38127;35.2178091;-89.9974135;47157010110;47157010110;47157010121;7;8;8;34.15354575074655, -92.5089698048824
Dogwood Elementary Pre-K;DOE;20;20;40.0;TNReady;3rd - ELA;97.0;82.0;84.5;619;8945 Dogwood Road;38139;Germantown;8945 Dogwood Road Germantown, TN 38139;35.0852119;-89.7648538;47157021353;47157021353;47157021357;;4;;34.15354542978988, -92.50896900909426
Kate Bond Elementary Pre-K;DOE;2;18;20.0;TNReady;3rd - ELA;101.0;35.0;34.7;VPK/Head Start;2727 Kate Bond Road;38133;Memphis;2727 Kate Bond Road Memphis, TN 38133;35.199362;-89.8044325;47157021113;47157021113;47157021113;1;5;9;34.15354573541663, -92.50896916463701
Westhaven Elementary School Pre-K;DOE;10;10;20.0;TNReady;3rd - ELA;103.0;11.0;10.7;Head Start;4585 Hodge Road;38109;Memphis;4585 Hodge Road Memphis, TN 38109;35.0240056;-90.0498656;47157022322;47157022322;47157022322;6;11;8;34.15354521001339, -92.50896993524474
Cordova Elementary School Pre-K;DOE;9;11;20.0;TNReady;3rd - ELA;103.0;34.0;33.0;Head Start;750 Sanga Road;38016;Memphis;750 Sanga Road Memphis, TN 38016;35.1463457;-89.7691565;47157021137;47157021137;47157021143;2;4;9;34.15354559655412, -92.50896903670247
Germanshire Elementary Pre-K;DOE;0;60;60.0;TNReady;3rd - ELA;104.0;37.0;35.6;F8M;3965 Germantown Road;38125;Memphis;3965 Germantown Road Memphis, TN 38125;35.0408021;-89.8272724;47157021744;47157021744;47157021744;2;13;9;34.15354529668138, -92.50896920511641
Treadwell Elementary Pre-K;DOE;30;30;60.0;TNReady;3rd - ELA;115.0;10.0;8.7;VPK;3538 Given Ave.;38122;Memphis;3538 Given Ave. Memphis, TN 38122;35.1573721;-89.9427658;47157001200;47157001200;47157001200;5;7;9;34.15354559508235, -92.5089696114563
Treadwell Elementary Pre-K;DOE;6;54;60.0;TNReady;3rd - ELA;115.0;10.0;8.7;VPK/Head Start;3538 Given Ave.;38122;Memphis;3538 Given Ave. Memphis, TN 38122;35.1573721;-89.9427658;47157001200;47157001200;47157001200;5;7;9;34.15354559508235, -92.5089696114563
Parkway Village Elementary Pre-K;DOE;4;36;40.0;TNReady;3rd - ELA;119.0;24.0;20.2;VPK/Head Start;3000 Claudette Road;38118;Memphis;3000 Claudette Road Memphis, TN 38118;35.0669197;-89.9244909;47157010610;47157010610;47157010610;4;12;9;34.15354535051506, -92.50896953134864
Alcy Elementary Pre-K;DOE;0;60;60.0;TNReady;3rd - ELA;131.0;12.0;9.2;F8M;1750 Alcy Road;38114;Memphis;1750 Alcy Road Memphis, TN 38114;35.0789894;-90.0045865;47157007821;47157007821;47157007821;6;9;8;34.15354536897332, -92.50896979804769
Belle Forest Community School Pre-K;DOE;2;18;20.0;TNReady;3rd - ELA;145.0;19.0;13.1;SPED;3135 RIDGEWAY ROAD;38115;Memphis;3135 RIDGEWAY ROAD Memphis, TN 38115;35.0629043;-89.858051;47157021721;47157021721;47157021721;3;13;8;34.15354535163845, -92.50896931143649
Millington Primary School Pre-K;DOE;40;40;80.0;TNReady;3rd - ELA;180.0;76.0;42.2;F8M;6445 William Osteen Drive;38053;Memphis;6445 William Osteen Drive Memphis, TN 38053;35.3428433;-89.8475023;47157020210;47157020210;47157020210;;1;;34.15354612079425, -92.50896933812926
Millington Primary School Pre-K;DOE;20;20;40.0;TNReady;3rd - ELA;180.0;76.0;42.2;619;6445 William Osteen Drive;38053;Millington;6445 William Osteen Drive Millington, TN 38053;35.3428433;-89.8475023;47157020210;47157020210;47157020210;;1;;34.15354612079425, -92.50896933812926
St. Francis of Assisi Catholic School;Unlicensed;15;15;30.0;;;;;;tuition;2100 N Germantown Pkwy;38016;Cordova;2100 N Germantown Pkwy Cordova, TN 38016;35.1828273;-89.791387;47157021134;47157021142;47157021142;1;2;9;34.15354569248131, -92.50896911799965
Emmanuel United Methodist Kindergarten;Unlicensed;41;41;82.0;;;;;;tuition;2404 Kirby Rd;38119;Memphis;2404 Kirby Rd Memphis, TN 38119;35.0832756;-89.8445033;47157021320;47157021320;47157021320;2;10;9;34.15354540994326, -92.50896927124727
Early S.T.E.A.M. Learning Academy;DHS;10;10;20.0;;;;;;tuition;1077 East Raines Road;38116;Memphis;1077 East Raines Road Memphis, TN 38116;35.0350487;-90.0282237;47157022111;47157022111;47157022111;6;11;8;34.15354524422993, -92.50896986632334
Perea Preschool;DHS;88;88;176.0;;;;;;tuition;1250 Vollintine Ave;38107;Memphis;1250 Vollintine Ave Memphis, TN 38107;35.1658475;-90.0148289;47157000500;47157011200;47157011200;7;7;8;34.15354560515601, -92.50896985088562
Promise Academy Pre-K @ Hollywood;DHS;26;26;52.0;;;;;;tuition;1346 Bryan Street;38108;Memphis;1346 Bryan Street Memphis, TN 38108;35.1726758;-89.9737506;47157000800;47157000800;47157000800;7;7;8;34.1535456313691, -92.50896971696334
Barbara K. Lipman Early Learning Center;DHS;30;30;60.0;;;;;;tuition;1376 E Massey Rd;38120-3228;Memphis;1376 E Massey Rd Memphis, TN 38120-3228;35.1110968;-89.8465436;47157021310;47157021311;47157021311;2;10;9;34.153545485820516, -92.50896928408238
Lausanne Collegiate School;Unlicensed;25;25;50.0;;;;;;tuition;1381 W Massey Rd;38120;Memphis;1381 W Massey Rd Memphis, TN 38120;35.111879;-89.8529734;47157021310;47157021311;47157021311;2;10;9;34.153545486790534, -92.50896930545106
Lausanne Collegiate Preschool;DOE;40;40;80.0;;;;;;tuition;1381 W. Massey;38120;Memphis;1381 W. Massey Memphis, TN 38120;35.111879;-89.8529734;47157021310;47157021311;47157021311;2;10;9;34.153545486790534, -92.50896930545106
St. Paul Catholic Preschool;DOE;40;40;80.0;;;;;;tuition;1425 E. Shelby Drive;38116;Memphis;1425 E. Shelby Drive Memphis, TN 38116;35.0200104;-90.015455;47157022120;47157022121;47157022121;3;11;8;34.153545205345274, -92.50896982092706
Advent Presbyterian Preschool;DHS;42;42;84.0;;;;;;tuition;1879 N. Germantown Parkway;38016;Cordova;1879 N. Germantown Parkway Cordova, TN 38016;35.1767919;-89.7939572;47157021121;47157021121;47157021121;1;2;9;34.153545675470895, -92.50896912514752
Pleasant View School;DOE;40;40;80.0;;;;;;tuition;1888 N. BARTLETT ROAD;38134;Memphis;1888 N. BARTLETT ROAD Memphis, TN 38134;35.1770882;-89.8793821;47157020610;47157020610;47157020610;1;6;9;34.15354566068886, -92.50896940683033
Youth Academy of Dreams;DOE;40;40;80.0;;;;;;tuition;2110 Howell Avenue;38108;Memphis;2110 Howell Avenue Memphis, TN 38108;35.1674686;-89.9877489;47157000700;47157000700;47157000700;7;7;8;34.15354561454233, -92.50896976196773
First Choice Kids Academy;DHS;10;10;20.0;;;;;;tuition;2145 Winchester Road;38116;Memphis;2145 Winchester Road Memphis, TN 38116;35.0529846;-89.9922821;47157022022;47157022022;47157022026;3;11;8;34.15354529994797, -92.50896975177406
Future Leaders Learning Center, Corp;DHS;14;14;28.0;;;;;;tuition;2341 Frayser Blvd;38127;Memphis;2341 Frayser Blvd Memphis, TN 38127;35.2166062;-89.9853168;47157010220;47157010220;47157010220;7;8;8;34.15354574965797, -92.50896976473943
Lindenwood Christian CCC/AS Program;DHS;72;72;144.0;;;;;;tuition;2400 Union Ave.;38112;Memphis;2400 Union Ave. Memphis, TN 38112;35.1341873;-89.9821518;47157003100;47157003100;47157003100;5;9;9;34.153545524349866, -92.5089697362081
Grace-St. Luke's Episcopal School;Unlicensed;52;52;104.0;;;;;;tuition;246 S Belvedere Blvd;38104;Memphis;246 S Belvedere Blvd Memphis, TN 38104;35.1327225;-90.0049545;47157003400;47157003400;47157003400;4;9;9;34.15354551617272, -92.50896981105944
St. Jude Imagine Academy;DOE;40;40;80.0;;;;;;tuition;262 Danny Thomas Pl;38105;Memphis;262 Danny Thomas Pl Memphis, TN 38105;35.1535281;-90.0435053;47157002200;47157011300;47157011300;7;8;8;34.15354556615737, -92.50896994271719
SCS Hanley Head Start;DOE;120;120;240.0;;;;;;Head Start;2635 Spottswood Ave.;38114;Memphis;2635 Spottswood Ave. Memphis, TN 38114;35.1138526;-89.9746744;47157006700;47157006700;47157006700;4;9;8;34.15354546998344, -92.50896970709253
ST. Paul UMC Preschool;DHS;24;24;48.0;;;;;;tuition;2949 Davies Plantation Road;38002;Lakeland;2949 Davies Plantation Road Lakeland, TN 38002;35.205627;-89.7467985;47157020830;47157020831;47157020837;;3;;34.15354576310807, -92.50896897601235
The Land Academy, INC;DHS;13;13;26.0;;;;;;tuition;3430 OVERTON CROSSING;38127;Memphis;3430 OVERTON CROSSING Memphis, TN 38127;35.219107;-89.9920383;47157010210;47157010210;47157010210;7;7;8;34.15354575528494, -92.50896978744711
Stepping Stones Academy;DHS;10;10;20.0;;;;;;tuition;3577 Vanuys Road;38111;Memphis;3577 Vanuys Road Memphis, TN 38111;35.1008817;-89.9432583;47157008000;47157008000;47157008000;4;10;8;34.15354544016893, -92.50896960067587
Horn Lake Road Lrn. Ctr. Comm Part Pre-K;DOE;9;11;20.0;;;;;;Head Start;3657 New Horn Lake Road;38109;Memphis;3657 New Horn Lake Road Memphis, TN 38109;34.9136429;-90.0668428;;;;;;;34.153544904442654, -92.50896996697978
Lighthouse Christian Academy;Unlicensed;20;20;40.0;;;;;;tuition;3719 Shelby Rd;38053;Millington;3719 Shelby Rd Millington, TN 38053;35.3497817;-89.9388255;47157020210;47157020210;47157020210;;1;;34.15354612313956, -92.5089696407153
St. George's Independent School Memphis;DOE;40;40;80.0;;;;;;tuition;3749 KIMBALL AVENUE;38111;Memphis;3749 KIMBALL AVENUE Memphis, TN 38111;35.0921299;-89.937293;47157008200;47157008200;47157008200;4;10;9;34.1535454172718, -92.50896957908854
Margolin Hebrew Academy Preschool;DOE;40;40;80.0;;;;;;tuition;390 S White Station Rd;38117;Memphis;390 S White Station Rd Memphis, TN 38117;35.1204214;-89.8864325;47157009600;47157009600;47157009600;5;10;9;34.15354550409487, -92.50896941763041
Children Knowledge Station Christian;DHS;24;24;48.0;;;;;;tuition;4020 Broadway;38135;Bartlett;4020 Broadway Bartlett, TN 38135;35.2356186;-89.8187096;47157020631;47157020633;47157020633;;3;;34.15354583217902, -92.50896921966506
Presbyterian Day School Early Childhood;DOE;40;40;80.0;;;;;;tuition;4025 POPLAR AVENUE;38111;Memphis;4025 POPLAR AVENUE Memphis, TN 38111;35.123249;-89.9295839;47157007300;47157007300;47157007300;5;10;9;34.153545503967344, -92.50896956050725
Stepping Stones Learning Center;DHS;8;8;16.0;;;;;;tuition;4108 Jackson Ave;38128;Memphis;4108 Jackson Ave Memphis, TN 38128;35.1872822;-89.9298617;47157008900;47157008900;47157008900;7;6;9;34.15354567941274, -92.50896957548332
The Learning Journey Academy II;DHS;10;10;20.0;;;;;;tuition;4635 Stage Road;38128;Memphis;4635 Stage Road Memphis, TN 38128;35.2059823;-89.9090481;47157020542;47157020542;47157020542;1;6;9;34.15354573446364, -92.50896951097386
Covington Pike;DOE;72;88;160.0;;;;;;Head Start;5025 English Towne Drive;38128;Memphis;5025 English Towne Drive Memphis, TN 38128;35.2035987;-89.8957324;47157020542;47157020542;47157020542;1;6;9;34.153545730361635, -92.508969466553
SCS Covington Pike Head Start;DOE;160;160;320.0;;;;;;Head Start;5025 English Towne Drive;38128;Memphis;5025 English Towne Drive Memphis, TN 38128;35.2035987;-89.8957324;47157020542;47157020542;47157020542;1;6;9;34.153545730361635, -92.508969466553
Elite Childcare Center;DHS;10;10;20.0;;;;;;tuition;5143 Yale Road;38134;Memphis;5143 Yale Road Memphis, TN 38134;35.2205943;-89.8919124;47157020651;47157020651;47157020651;1;6;9;34.1535457776389, -92.50896945769158
Christ the King Early Childhood;DOE;40;40;80.0;;;;;;tuition;5296 Park Ave.;38119;Memphis;5296 Park Ave. Memphis, TN 38119;35.1059353;-89.8856652;47157009500;47157009500;47157009501;2;10;9;34.153545464532804, -92.50896941192005
Higher Learning Enrichment Academy LLC;DHS;32;32;64.0;;;;;;tuition;5750 Winchester Road;38115;Memphis;5750 Winchester Road Memphis, TN 38115;35.051116;-89.8718112;47157010820;47157010820;47157010820;4;12;8;34.15354531681833, -92.50896935421089
Cornerstone Learning Center;DHS;40;40;80.0;;;;;;tuition;6000 Briarcrest Ave;38120-4109;Memphis;6000 Briarcrest Ave Memphis, TN 38120-4109;35.1082796;-89.8612836;47157021310;47157021311;47157021311;2;10;9;34.153545475408656, -92.50896933205671
Porter-Leath Early Childhood Academy South Memphis;DHS;60;60;120.0;;;;;;tuition;628 Alice Ave;38106;Memphis;628 Alice Ave Memphis, TN 38106;35.0932567;-90.0419148;47157005600;47157005600;47157005600;6;9;8;34.15354540126161, -92.50896992423958
Lord of Life Lutheran Preschool;DHS;46;46;92.0;;;;;;tuition;6865 Poplar Pike;38119;Memphis;6865 Poplar Pike Memphis, TN 38119;35.0947419;-89.8342974;47157021320;47157021320;47157021320;2;10;9;34.15354544323207, -92.50896924011951
Little Bears Preschool;DHS;28;28;56.0;;;;;;tuition;6975 Highway 70;38133;Bartlett;6975 Highway 70 Bartlett, TN 38133;35.208997;-89.8302179;47157020632;47157020632;47157020632;;3;;34.15354575711628, -92.50896925175863
Great Adventure Child Care Center;DHS;13;13;26.0;;;;;;tuition;800 N. Houston Levee Road;38018;Cordova;800 N. Houston Levee Road Cordova, TN 38018;35.1476267;-89.7242868;47157021020;47157021020;47157021020;;2;;34.15354560825581, -92.50896888906313
Children First Child Care Center;DHS;30;30;60.0;;;;;;tuition;8045 N. Brother Blvd.;38133;Bartlett;8045 N. Brother Blvd. Bartlett, TN 38133;35.2161219;-89.7946814;47157020632;47157020632;47157020632;;3;;34.15354578313059, -92.50896913617096
Vollintine Evergreen Neighborhood School (VENS);Unlicensed;10;10;20.0;;;;;;tuition;815 N McLean Blvd;38107;Memphis;815 N McLean Blvd Memphis, TN 38107;35.1601589;-89.9966298;47157001700;47157001700;47157001700;5;7;9;34.15354559288744, -92.50896978964008
Our Lady of Perpetual Help School;Unlicensed;10;10;20.0;;;;;;tuition;8151 Poplar Ave;38138;Germantown;8151 Poplar Ave Germantown, TN 38138;35.0837146;-89.7928243;47157021341;47157021341;47157021341;;4;;34.15354542058028, -92.50896910097502
The Essentials of Learning Academy;DHS;10;10;20.0;;;;;;tuition;8225 DEXTER ROAD SUITE 11;38016;Cordova;8225 DEXTER ROAD SUITE 11 Cordova, TN 38016;35.1731711;-89.7884956;47157021135;47157021135;47157021135;2;2;9;34.153545666544346, -92.50896910634737
United Learning Center;DHS;9;9;18.0;;;;;;tuition;823 Exocet Dr Ste 103;38018;Cordova;823 Exocet Dr Ste 103 Cordova, TN 38018;35.1483024;-89.7974936;47157021123;47157021125;47157021125;2;4;9;34.153545596744, -92.5089691305502
Cordova Presbyterian E C Learning Center;DHS;20;20;40.0;;;;;;tuition;8707 Fay Rd.;38018;Cordova;8707 Fay Rd. Cordova, TN 38018;35.1544726;-89.7733825;47157021137;47157021137;47157021143;2;4;9;34.15354561805613, -92.50896905241869
"Christian School""";DHS;11;11;22.0;;;;;;tuition;905 E. Shelby Drive;38116;Memphis;905 E. Shelby Drive Memphis, TN 38116;35.0196137;-90.0333046;47157022120;47157022121;47157022121;3;11;8;34.153545200999645, -92.50896987968422
